,av_shortest_path,averageDeg,averageDegF,components,date,density,diameter,edges,gcc,gccF,gccFinv,maxDeg,maxDegF,minDeg,minDegF,nodes
0,1.3602706557689244,794.5502815768295,6028.930008045041,1,0813,0.6397345262293319,2,493813,0.7326959194515033,0.7794083221593175,0.7054520489111631,1134,15221.0,53,58.0,1243
1,1.4296300567628841,680.6756077116512,5741.812238055322,1,0814,0.5710365836507142,3,406023,0.6760005934499439,,,1034,14815.0,1,1.0,1193
2,1.4000567345864916,701.1259640102835,5563.773778920312,1,0816,0.6013087169899509,3,409107,0.721012169892528,,,1035,15660.0,1,1.0,1167
3,1.363002846577012,696.8913242009136,5957.406392694056,1,0817,0.6370121793426995,2,381548,0.7364703475685338,0.7858071708135103,0.7029367410596031,1001,16424.0,48,63.0,1095
4,1.3152142936212408,631.624728850325,5680.173535791756,1,0820,0.6858031800763577,3,291179,0.7914488343850095,,,850,13555.0,1,1.0,922
5,1.4644261783808787,523.6523517382423,3977.9447852760713,1,0822,0.5359798891896022,3,256066,0.7223008869868333,0.7852317400913862,0.6926490970057186,822,10468.0,3,8.0,978
6,1.3890117551185757,562.7353579175706,4205.993492407807,1,0824,0.6110047317237465,3,259421,0.7469092200954109,0.8065635653795283,0.7164876190129665,842,10864.0,51,64.0,922
7,1.3662221176993203,496.0076628352495,3959.4763729246456,1,0825,0.6342808987663031,3,194187,0.7668906336991765,0.8231579336016355,0.7327286284844008,727,11009.0,2,2.0,783
8,1.3898870600717566,231.7783641160951,2870.9656992084447,1,0902,0.6131702754394047,3,43922,0.8328490393684589,,,329,8425.0,1,1.0,379
